"OC","bedCount","revenue1","salescost1","sga1","salary1","noi1","noe1","interest1","ctax1","profit1","liquidAsset1","quickAsset1","receivableS1","inventoryAsset1","nonCAsset1","tanAsset1","OnonCAsset1","receivableL1","debt1","surplus1","revenue2","salescost2","sga2","salary2","noi2","noe2","interest2","ctax2","profit2","liquidAsset2","quickAsset2","receivableS2","inventoryAsset2","nonCAsset2","tanAsset2","OnonCAsset2","receivableL2","debt2","surplus2","employee1","employee2","ownerChange"
"open",156,4433250370,123429531,4241425025,3050253779,32726673,285840193,10258573,12216040,-196933746,652932712,639575517,533639960,13357195,5059122507,5032321673,17330000,0,4464271706,608810000,3753579211,96970786,3550249499,2633066993,27280903,61301102,0,0,72338727,466654826,454445020,397137380,12209806,5028367407,5004566573,14330000,0,4085903394,608810000,68,0,"change"
"open",24,3839628640,154633402,3596885097,2326126850,166531000,178168955,49024085,0,76472186,571230731,560631766,361690890,10598965,2032722169,2020222169,12500000,0,1448045017,362886357,3809606083,144770540,3619710950,2272007300,118691644,187728595,76423630,0,-23912358,353339865,342642815,294620353,10697050,2009316182,2005316182,4e+06,0,1283220350,286414171,53,53,"same"
"open",0,6631600532,0,6641613257,3348738930,43637641,34552799,9884471,7607780,-8535663,1079243506,1013891413,6202220,65259173,811986614,640229998,26787216,0,765103792,0,6544955090,0,6519680658,3138408497,161976131,40511769,11610546,2584540,144154254,1072057489,985527152,2e+06,82274324,816687057,705351377,0,0,758559607,0,73,87,"same"
"open",25,5002480920,831034391,4274807635,3337731060,114442246,10549263,2563980,0,531877,1547334221,1500981186,911776872,22558530,3308230227,3209847225,46801000,0,1696733005,1425842178,5210001920,868614934,4170070288,3219150770,99016512,8225830,6275830,66644910,195462470,1633377936,1624166622,959523425,6056500,3346317633,3279426633,8423000,0,1821396003,1425310301,73,76,"same"
"open",27,4226283577,697750790,3410632563,2548087516,14864580,105801341,104254900,3136175,23827288,725144533,597579443,445210361,53565090,9881921371,9709225283,1e+07,0,3491582200,117685184,4096636814,279924138,3678813801,2288279000,14288896,140233800,110850573,2240515,9713456,632177172,584345395,446735058,28999499,9845161964,9829267550,0,0,3385682720,93857896,79,67,"same"
"open",153,4886886490,166276575,4356729605,2448542786,23450224,153821205,153821205,52055471,181453858,1262519046,1242776096,1119885110,19742950,7325981976,7192526039,103350000,0,5042654467,0,4942001314,179147459,4060167892,2268428530,102199318,341354909,341020909,82088570,381441802,1392749567,1392749567,1219911850,0,5911990405,5817640405,94350000,0,3960636535,0,76,67,"same"
"open",103,1918289230,551866812,1141046400,495377963,1305,176479604,65892164,7267530,41630189,975734927,957036714,806259954,18698213,5029190294,5014909594,14280700,0,1779499937,0,1792335761,477198529,1130261761,414211925,725,139454069,65643869,2285170,43136957,974971862,951810785,902771574,23161077,5121513286,5107232586,14280700,0,1912690053,0,21,21,"same"
"open",31,1358923881,0,1070587499,550379536,4173356,145340853,20151,17971640,129197245,1505420864,1497891764,46145690,0,3407093235,3065839235,341254000,0,2097045157,0,1474130010,0,1180284705,681222509,36713877,168866315,1749209,10183710,151509157,1182522016,1163923036,36827562,0,3434381257,3093127257,341254000,0,1930631576,0,9,10,"same"
"open",123,2258319210,128810560,2032365287,1494832178,7812530,80917471,80167460,0,24038422,454312039,354065356,234977500,100246683,2099060747,2031198742,1.9e+07,0,2010848061,0,2295012170,144403697,2065305954,1497384615,9803061,64822272,59336182,0,30283308,347083462,281177355,167274980,65906107,2150340572,2094478567,1.9e+07,0,1978937731,0,54,56,"same"
"open",162,1114522068,0,2552348237,1598551128,46022025,80133952,80029864,0,-1471938096,164776676,147969514,4867196,9695365,6602402601,6574002601,28400000,0,7324270273,0,0,0,3025830,0,71650,0,0,0,-2954180,76720887,76717177,0,0,2715104380,2715104380,0,0,1876978167,0,70,0,"same"
"open",128,2758328606,155041066,2316535483,1291652300,3933082,162065542,140623344,0,128619597,1410465223,1406571323,0,3893900,4028963546,4023963546,5e+06,0,2668365532,0,2532160606,174390742,2069759555,1294746985,22537140,165164463,149702983,0,145382986,1064573102,1059205442,0,5367660,4075465689,4070965689,4500000,0,2497595151,0,45,40,"same"
"open",22,1747025929,0,1680425176,1076311875,5708340,36276147,34778285,3770360,32262586,220882120,205122120,78259650,15760000,2900012337,2880012337,2e+07,0,932559091,0,1621951362,0,1560244254,1008878000,5836902,37014162,35506767,6931265,23598583,226351413,208031413,101902960,18320000,2862649356,2852649356,1e+07,0,932927989,0,1,1,"same"
"open",58,29838791872,1836913934,24250465620,13966863042,1535059337,2841193934,25079055,543354990,1901922731,6684827316,6408233683,28472265,276593633,19465583683,13142680554,1389610000,0,14498076509,0,22096026462,1019026158,18749747889,10667479000,968856845,1783053780,39677547,387866190,1125189290,8007759622,7903490440,141366347,104269182,15934993692,14176033692,1138960000,0,14152295314,0,255,203,"same"
"open",652,16831250640,2372297826,12345893902,8094369059,291590605,373254574,278774183,76212340,1955182603,3145544168,3099521903,215856423,46022265,28725284430,24605871020,70864000,0,9194517811,0,14038874320,2382941824,10679560267,6668668090,414504367,901041728,289150528,143399570,346435298,4505192708,4468243549,61405835,36949159,25866017119,25411514017,387064000,0,14305774437,0,342,278,"change"
"close",652,16831250640,2372297826,12345893902,8094369059,291590605,373254574,278774183,76212340,1955182603,3145544168,3099521903,215856423,46022265,28725284430,24605871020,70864000,0,9194517811,0,14038874320,2382941824,10679560267,6668668090,414504367,901041728,289150528,143399570,346435298,4505192708,4468243549,61405835,36949159,25866017119,25411514017,387064000,0,14305774437,0,342,278,"change"
"open",0,1661011914,147966830,1291294392,740631010,3033173,68493032,65272619,11060430,145230403,540289857,503980739,106982050,24693520,2971420176,2632117176,35133000,0,1864782926,0,1569280664,133818381,1198483751,625523000,1227665,66394644,55701613,5284830,166526723,393817684,367783307,122675030,25326910,2851632881,2695550547,39433000,0,1743753861,0,20,14,"same"
"open",52,7651983890,849981334,6641250954,4097520516,176266081,254891238,138307088,17776990,64349455,1919643747,1818965926,0,91309861,5104448501,4905358704,122683300,0,4287417415,0,7726400390,878997386,6446604948,4126272390,36254313,298910564,143170655,11246660,126895145,1790972402,1678137544,0,109714588,5196085124,4998531550,121023300,0,4314732148,0,79,79,"same"
"open",175,4609359200,201516945,4333322747,2220758294,55773943,89999280,89999280,1024900,39269271,719616870,714381650,462994360,5235220,5720307915,5661523915,3.8e+07,0,3567516297,0,3488064348,153346814,3156332679,1742793333,25107642,94464583,94223002,178640,108849274,506456924,495554120,309073180,7309650,5977571956,5942841956,2.5e+07,0,3650889663,0,73,64,"same"
"open",170,4220511410,0,3927397714,2439378923,9919498,43678317,16966226,7830060,251524817,1126008878,1126008878,534704020,0,3519240904,3519240904,0,0,989005681,0,4150007580,0,3984916399,2505000548,10096192,20938593,20931718,5516880,148731900,834972669,834972669,555543040,0,3686033406,3686033406,0,0,1104401251,0,76,76,"same"
"open",235,39998491352,0,41223192101,21320301710,205033071,367549681,139830002,0,-1387217359,16831660740,16560577336,6672819781,271083404,23687323617,22578055467,740372400,0,20089226808,13999139025,41412510756,0,42999214852,20480973300,613221511,376859773,138030152,210215878,-1560558236,18306089744,18052703913,6778992658,253385831,24631744709,22917489559,1345359400,0,21334548183,15172667746,412,412,"same"
"open",155,32427314872,0,31882900747,11989744300,421907661,1014764130,983049534,0,-48442344,8748671381,8523988857,71057590,224682524,4151844981,1804721503,2103334500,0,33096760724,0,33573675513,0,32655064705,12109815735,104783877,1278520296,1274405468,0,-255125611,8252758086,8013777475,75482890,238980611,6342614762,3605145742,2484347100,0,34743174866,0,207,213,"same"
"open",35,12740410323,2038077303,10080519607,6431621995,138380586,89903761,0,0,670290238,6983857240,6699619791,0,284237449,23696698653,23047172318,0,0,589067945,7351684320,11956904127,1894569335,9167227454,6031227717,607938873,2073870821,0,0,-570824610,6960956038,6692447718,0,268508320,22217451341,21620851341,0,0,706549105,7351684320,107,104,"same"
"open",190,37576799952,6666756128,32858996617,22098892240,2543380373,1894296872,0,588240,-1300457532,14707824101,14505885861,378251759,201938240,14488145812,13248530882,1239614930,0,25587478691,0,39673608829,7026319227,33955382217,22597385900,2438247147,3482232385,0,0,-2352077853,15875316145,15642492584,61602109,232823561,15147974600,13908359670,1239614930,0,26361797071,0,400,400,"same"
"open",114,0,0,0,0,22541403,0,0,0,22541403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215309,0,0,0,215309,0,0,0,0,0,0,0,0,0,0,90,90,"same"
"open",194,2910783470,0,2756784010,1873600640,2505476,91619047,90596843,0,64885889,0,0,0,0,0,0,0,0,0,0,2426070652,0,2521101841,1699804490,1691369,70357325,68206547,0,-163697145,0,0,0,0,0,0,0,0,0,0,55,49,"same"
"open",39,4849401454,955099290,4025120406,2446835543,16032700,77343799,76608214,0,-192129341,0,0,0,0,0,0,0,0,0,0,5237203997,968963499,4050609446,2485998016,15609998,83530562,83529365,97990,149612498,0,0,0,0,0,0,0,0,0,0,57,62,"same"
"open",311,37343754680,10702728354,27723047189,17448504500,844967680,626214320,452511335,0,-863267503,0,0,0,0,0,0,0,0,0,0,37878208524,10859600832,24591965766,15656534720,224000691,2455439762,436929046,37055450,158147405,0,0,0,0,0,0,0,0,0,0,350,35,"change"
"open",262,12284213091,0,11768076460,7555150234,93240286,391456874,374483032,0,217920043,3115501094,2987512231,0,127988863,15769866531,13557839831,1846748700,0,12736471807,0,8391780513,0,8688510150,5160551710,42685048,263145160,255655511,0,-517189749,2940404679,2898445779,4742540,41958900,17927386450,15725059750,1837048700,0,14936815354,0,209,188,"same"
"open",30,5260449212,0,4844858524,2812593960,53259943,355086616,162091344,1533880,112230135,1328898239,1286820417,513909202,38144977,6757700151,6034331426,8800000,0,5654906447,1492235943,5472852113,0,4869224328,2776500350,23893547,519269295,162674020,0,108252037,1299000354,1283958026,556245774,11557792,6858959279,6196466986,5800000,0,5838497825,1380005808,66,66,"same"
"open",185,4378883558,3584024762,646213689,350049866,1453505,133742599,126059110,0,16356013,490590352,477489301,7e+06,13101051,7781899000,7781899000,0,0,4370813135,-459398783,1400419101,1503315616,317808330,205165915,0,55049951,55049951,0,-475754796,430201022,426186022,1e+08,4015000,7710372200,7710372200,0,0,4255253018,-475754796,78,56,"same"
"close",NA,305438818,22416139,467475340,254868810,13451554,90129732,4239523,0,-261130839,0,0,0,0,0,0,0,0,0,0,534296550,64355691,869364734,675718430,1333,24317070,5929772,0,-423739612,0,0,0,0,0,0,0,0,0,0,15,15,"change"
"open",40,17275990035,2420880290,12336351657,7153020301,126169547,1603419564,0,283526761,757981310,4046131239,3792967015,13501760,253164224,13377307679,8973258474,193140400,0,6267387988,3239523237,14556870576,1782787390,10396738755,6184746115,327029480,1452975301,8188752,261708489,989690121,5144548239,4963857205,13628550,180691034,9534312885,9013024556,63140400,0,4556614795,2205718636,121,96,"same"
"open",132,4309310420,129577402,4072020807,2258419600,13505198,191220890,36521306,2314330,-72317811,1516732005,1514056805,980534650,2675200,2859315462,2844008462,15307000,0,2354558170,0,4673508980,151543072,4342446402,2479035180,14176019,50901597,39133159,0,142793928,2181209231,2177939931,862521530,3269300,2819561398,2794214398,25347000,0,2906963521,0,65,88,"same"
"open",0,409797374,36662438,372170351,252910820,48131,7589233,5705135,1243460,-7819977,59693171,51381257,21203195,8311914,490851651,317610321,134070000,0,256590559,-56045737,371420800,49931151,309830748,209435679,29878919,6057874,6057874,1936430,33543516,44804890,40442678,24487555,4362212,463935981,296579411,132070000,0,206966631,-48225760,7,7,"same"
"open",17,966549537,120037131,802373175,554932630,196600,27296550,4871535,0,17039281,123504765,119179901,49848430,4324864,511539968,371312678,20672000,0,291985282,0,868462150,79087669,757982970,531703201,1219851,11812241,4841392,0,20799121,118344223,83356532,41924040,34987691,500850989,408987589,20672000,0,292361652,0,15,15,"same"
"open",119,2503007906,0,2296243376,1300479209,8500718,114799786,97942691,0,100465462,767191772,754034412,566125280,13157360,5601024550,5569633364,30956000,0,2134969736,0,2744685610,0,2472125438,1299784215,1000144,87260501,63258189,0,186299815,924688876,914171752,699579929,10517124,5591345750,5567154564,23756000,0,2383253502,0,43,53,"same"
"open",20,3801356770,229509001,3119895289,1858848315,106953229,49425625,8481748,78688520,430791564,1748679736,1679104441,0,69575295,5083106091,4245991198,28500000,0,542230666,0,3751404303,241302333,3156644316,1598858963,101070404,34626541,9027483,77299490,342602027,1355839630,1285428470,0,70411160,5037654085,4354475478,28500000,0,534730118,0,60,58,"same"
"open",96,4811243989,1392799139,3499456800,2232606556,1192974,167622560,165047724,0,-247441536,671133303,584652746,5448802,83405649,4892534617,4055496117,27038500,0,5218046603,-2914969563,4834793650,1480247942,3619055456,2301717030,924565,176484861,164228612,0,-440070044,608574383,511471671,3798767,92478715,5072887592,4235551592,27336000,0,5088399122,-2667528027,56,56,"change"
"open",184,13279248054,0,13343016290,8083250373,56467842,70400965,62032734,70440,-77771799,1141706346,850104388,680997700,291601958,8744727170,8741008313,720000,0,3692013500,-297886509,11870995791,0,12329028812,7289118108,13385588,69669087,57560148,16683110,-530999630,2215513019,2091371861,933997010,124141158,7408232096,7403367790,720000,0,4829293020,-220114710,248,231,"same"
"open",107,2323582240,37102872,2046495393,1262953458,17020580,97408134,62456394,18446506,141149915,194845195,194845195,174482047,0,3578213085,3577999733,0,0,2607050094,0,2373042880,61744638,2076736713,1441698370,12340510,14805092,7037493,36838770,195258177,409550206,409550206,366515698,0,3539941162,3538765130,0,0,2924633097,0,40,38,"change"
"open",30,1048113525,39368113,847725092,563088916,171592,0,0,0,161191912,535557978,535557978,380279740,0,3043890803,2954085841,68074962,0,5289546591,-2620314810,2091402430,121164532,1834155766,1143804707,65680663,0,0,0,201762795,288429449,288429449,192334550,0,3166196821,3078391859,66074962,0,5325915992,-2781506722,25,55,"same"
"open",162,6312491065,287431156,5352570014,2524212801,7397740,0,387752416,0,679887635,1664884299,1625076818,680303467,39807481,14551234039,14383865602,40944000,0,14204746893,0,2905479870,175665661,3613577640,1419829909,4683788,0,285984534,0,-879079643,1544140770,1521644438,627382529,22496332,14357151711,14263667799,40944000,0,14182013137,0,80,69,"change"
"open",48,1794075953,78935405,1577849220,1005042177,652802,174171020,174170966,0,-36226890,182852721,161734512,74282855,21118209,9051497170,8981863364,48907930,0,5044692434,0,1699457737,58845456,1393485362,876419163,1332851,170494162,170494111,0,77965608,243363452,234633739,101813152,8729713,9047568615,8976479801,4e+07,0,5041793450,0,42,35,"same"
"open",160,3279139204,372696579,3507971938,2659892367,1596568,83065655,83065655,0,-682998400,423710031,366251331,182604364,57458700,6990698210,6972698210,8e+06,0,3478120846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,103,NA
"open",172,5676235498,3674966463,2009281680,0,23331277,5514,0,0,15313118,2070599376,2040606873,7785631,26392531,9019560941,8669560941,5e+07,0,465794533,0,5476913002,3930006436,1116298245,0,17711277,4112870,0,0,444206728,1770475293,1733203348,7503811,33830926,9008589916,8928589916,2e+07,0,473362043,0,71,71,"same"
"open",105,3171579510,0,3016662292,1849313055,7908418,71389252,60451225,0,91436384,518294537,518294537,106870004,0,3925051339,3730778076,7682500,0,2237017675,126160000,3037899970,0,2851683812,1624418014,13830915,104583641,54166972,0,95463432,370892951,370892951,33784231,0,3700218906,3672833572,7682500,0,1956220040,126160000,66,63,"same"
"open",54,12253802464,668054266,10593491560,5985061274,316745396,876490991,207529356,0,432511043,4227727365,4222704735,332260249,5022630,10291481411,9940460649,348647202,0,9437916643,0,12392473306,747015211,10048092888,5564047504,48705671,1045226228,231817366,0,600844650,4514477586,4510080036,244482901,4397550,10486042053,10151286511,331195202,0,10328184049,0,184,173,"same"
"open",39,7844882620,0,7580377083,3590314890,18142753,2600000,0,38615720,241432570,2850048747,2789737288,250000,60311459,3595462835,3555308965,40153870,0,1156548029,0,7734403235,0,6898657462,3482767360,18171830,2538331,38331,157275320,694103952,2599563880,2539716734,5e+05,59847146,3714706270,3651552400,63153870,0,1266739167,0,80,80,"same"
"open",150,5717200250,336190853,5087205474,2745445259,80103616,373016309,368572919,0,891230,0,0,0,0,0,0,0,0,0,0,6206484636,326042508,5340660145,2728304169,14024602,690775789,173390583,0,-136969204,0,0,0,0,0,0,0,0,0,0,88,88,"same"
"close",66,22330305917,848465677,18492554091,12322408350,423628901,1304816893,417949094,415894516,1692203641,18292922272,18184287157,3728960464,108635115,13076229994,12656386688,312415620,0,15827363792,0,22395094765,849208518,18055026392,11388845170,483447584,1574477731,571079590,553752070,1846077638,17088185795,17018788324,3084698893,69397471,12393573118,11730061607,310415620,0,15632174080,0,NA,NA,NA
"open",0,912525500,58241510,1012169282,525482974,86808,22499097,22251498,169660,-180467241,102994778,97973028,0,5021750,2402643969,2402543969,1e+05,0,1006269105,0,942538917,60017715,947897271,623085088,4493491,14280539,14269275,0,-75163117,75168386,70650226,55470,4518160,2640662175,2640662175,0,0,1035993678,0,16,15,"change"
"close",0,912525500,58241510,1012169282,525482974,86808,22499097,22251498,169660,-180467241,102994778,97973028,0,5021750,2402643969,2402543969,1e+05,0,1006269105,0,942538917,60017715,947897271,623085088,4493491,14280539,14269275,0,-75163117,75168386,70650226,55470,4518160,2640662175,2640662175,0,0,1035993678,0,16,15,"change"
"open",132,5114477911,397709572,4059437181,1652618232,121632016,13668705,0,0,765294469,0,0,0,0,0,0,0,0,0,0,4538536290,260642738,4365044344,1801854733,25298104,15162817,0,0,-77015505,0,0,0,0,0,0,0,0,0,0,77,88,"same"
"open",359,6810866759,0,6070665618,3354320790,149673702,474302564,21730304,45861360,369710919,1655341948,1650763948,545074000,4578000,3772044670,3712187837,15210000,0,1770147793,0,5902588736,0,5364694225,2965122670,125486730,352159914,25748793,37610940,273610387,798438177,795422777,495163300,3015400,4181556259,3949346259,200210000,0,1605538662,0,102,102,"same"
"open",181,6022897430,0,5731404444,3457027408,13816616,109873778,100155378,0,195435824,2733403783,2722132805,0,11270978,4152961568,3960215568,192746000,0,3638414360,1245761391,5870232340,0,5647585477,3262464389,15284589,101855382,83122780,16579350,119496720,2691376283,2680604285,0,10771998,4075275568,3905529568,169746000,0,3714136684,1050325567,100,100,"same"
"open",96,3617018150,182791341,3168632669,2009260600,3995975,74820522,73150400,21785193,172984400,781476480,775279480,0,6197000,4096044348,3110556348,6e+06,0,2450797797,0,3349896660,142431977,2891425889,1691989430,44477,259716310,67397175,31805230,24561731,901499174,893253174,0,8246000,4188463001,3199975001,9e+06,0,2334207234,0,65,65,"same"
"open",80,2332888550,328597790,1897648096,1138795770,5822171,50925822,50664742,7278912,54260101,712353513,680651243,632065141,31702270,4051313701,4051313701,0,0,1520959116,239515288,2085095260,254247132,1700677379,1183912731,1046321,83046776,32925976,5292770,42877524,495580208,459677478,420990949,35902730,3821428777,3821428777,0,0,1227102655,86713520,39,38,"change"
"open",50,5524218104,0,5446774518,3136901296,16718613,74969425,74460582,37401140,-18208366,1305302510,1174842481,1071459236,130460029,4680289253,4680289253,0,0,3002753468,2794459345,6294597046,0,5967703061,3298759475,13437904,90821791,88988081,26174570,223335528,1566756303,1516666897,1416650312,50089406,4536172558,4536172558,0,0,3059887345,2854662566,69,70,"same"
"open",189,41103970120,0,35309191904,14557664830,984129575,750475285,242216292,1762962000,4265470506,0,0,0,0,0,0,0,0,0,0,38884703100,0,31913166268,13730437250,2090440965,2768636006,264003427,1285656840,5007684951,0,0,0,0,0,0,0,0,0,0,211,211,"same"
"open",150,21560053503,2966155185,17606296610,7900977255,6683134,347359426,306401676,0,646925416,0,0,0,0,0,0,0,0,0,0,17932738189,2195199434,14524326269,6253624943,3589154,307996522,306696522,0,908805118,0,0,0,0,0,0,0,0,0,0,155,135,"same"
"open",134,3634865780,0,2750632072,1453742920,733292,69238619,66339342,140852850,674875531,2191023225,2182779625,0,8243600,4070057529,4005131046,16126750,0,2484146420,1056194334,3072259480,0,2447532924,1162735560,4272789,76585674,74008203,5746970,546666701,1146115045,1138952645,0,7162400,4161471956,4096545473,16126750,0,2205528198,381318803,54,53,"same"
"open",193,5139874046,425257616,3956356852,2348010879,169393110,420333030,28072696,56780570,450539088,0,0,0,0,0,0,0,0,0,0,4974953429,280640239,3897815211,2265056515,188587794,532679007,50222017,56695910,395710856,0,0,0,0,0,0,0,0,0,0,57,57,"same"
"open",50,0,0,68217740,0,175263,0,0,0,-68042477,369446461,368944087,338952500,502374,5968101548,5846511548,0,0,35751750,0,0,0,62255630,0,2232883,15700981,0,0,-75723728,437486038,436983664,410452500,502374,5968101548,5846511548,0,0,35751750,0,1,1,"same"
"open",134,5179856800,910527771,4009255929,1794018830,17866507,98493482,62079310,6220386,173225739,3059885510,3056879000,2123853481,3006510,3518877016,3474455996,44421020,0,2249563644,0,4659924920,809546421,3645651437,1691495140,1297956,105664653,63430209,6310290,94050075,2870991421,2865958309,2232942951,5033112,3716991803,3634546443,82445360,0,2432010081,0,63,67,"same"
"open",298,6273341294,336456498,5722357235,3489773125,6041465,109412721,102599597,0,111156305,1578637944,1575373444,509170960,3264500,4779910899,4704189959,0,0,2780394878,1299480565,5978234207,293565195,5325923913,3168721690,61180400,70604997,40823581,9471270,339849232,2071429529,2068444959,0,0,4863824672,4833672825,0,0,2687733780,1968847021,88,77,"change"
"open",19,1.04e+11,18940593910,81339952123,36688034110,631221521,84140691,0,2808883191,970982375,39251702540,37600054201,9897251698,1651648339,1.14e+11,66585451756,1348274440,0,14291059131,1.34e+11,93240693573,18069090177,56468796950,32987437020,2254292183,7895816635,0,2790916274,10270365720,29607598587,27823353627,2621615493,1784244960,1.01e+11,58295374061,1218766990,0,57362540923,68527297093,426,393,"change"
"open",16,43116940,20143658,398077071,1.26e+08,241591,4123400,0,0,-378985598,17700750,17700750,3870760,0,4813897974,4812929974,968000,0,353345888,0,47626240,27270214,354557436,117041930,222707747,27740791,0,0,-139234454,20018667,20018667,39300,0,5234232885,4943241885,290991000,0,397013118,0,4,6,"same"
"open",340,211585330,0,37945056,0,0,0,0,0,173640274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,NA,"same"
"open",545,370551475,362099268,0,0,0,0,0,0,8452207,0,0,0,0,0,0,0,0,0,0,379212677,377944792,0,0,0,0,0,0,1267885,0,0,0,0,0,0,0,0,0,0,350,350,"same"
"open",82,1371673098,88850663,1479982648,845358303,18988948,91100861,90514225,0,-269272126,295647013,295647013,283629961,0,5388442691,5386442691,2e+06,0,2029169902,0,2003883826,139243217,1790214647,1274776978,8362186,80938625,79109329,0,1849523,391237052,351112912,333074285,40124140,5555174960,5553174960,2e+06,0,2022220084,0,32,42,"same"
"open",199,5317680322,0,4684074465,2674893000,5347078,104635951,90439291,0,534316984,0,0,0,0,0,0,0,0,0,0,5342572290,0,4876164784,2549145670,4969047,107215023,81880683,0,364161530,0,0,0,0,0,0,0,0,0,0,70,75,"same"
"open",84,2218020711,209581193,1957999248,1456995590,10188871,45791068,45187036,1633010,13205063,839045268,836544019,657747816,2501249,2338077257,2225383497,2250000,0,1589534408,0,2043681890,207134699,1787959860,1376985170,6639587,40843441,40096155,3172010,11211467,677101838,674863196,542974756,2238642,2233147933,2198052947,2250000,0,1336278399,0,46,46,"same"
"open",146,34642075179,2072919045,31743968435,16542755035,266919878,140231539,65413820,116768240,835107798,5049599593,4711923993,2386690920,337675600,14579114490,11081185300,3246990000,0,11684950171,0,32999609917,1962861289,30182278912,15329690614,495028816,686848862,95791028,6e+07,602649670,4314969558,3983739436,2042762160,331230122,14110819212,11602969212,2502850000,0,11305110056,0,307,307,"same"
"open",194,9415617490,0,8968913624,5677301293,131414973,559742865,67442885,89043270,-70667296,2201031755,2201031755,1376992103,0,7257672915,5275394718,5e+08,0,5791812668,1239850236,9556086350,0,8847120004,5493770718,125568389,645188834,46754914,210419010,-21073109,1815022642,1815022642,1164451157,0,6868778499,5124337672,5e+08,0,4946241843,1310517532,193,170,"same"
"open",0,3880361965,212957367,3645669140,2279279579,0,0,0,0,21735458,6143056202,6121472776,556948696,21583426,131670247,53176281,1079320,0,1926987508,0,4043196960,223600700,3573913541,2237227864,26641424,4768947,1350822,35669820,231885376,1581387312,1557361881,559399481,24025431,2417286648,2338407470,1079320,0,727550959,0,62,60,"same"
"open",121,3160360223,0,2742246299,1705100965,13058289,151071207,150632458,0,280101006,770510597,760668097,271062718,9842500,5403358727,5348357765,4.7e+07,0,4207848577,51569603,114227690,0,99705311,56978455,1189903,11285120,11283752,0,4427162,0,0,0,0,0,0,0,0,0,0,54,75,"same"
"open",172,19725085165,1716538905,17778735281,9649540693,376137810,342895646,19925646,257856180,5196963,2483615080,2324423314,1270292384,98668216,11417915427,11179035427,236880000,0,5573847775,4013980311,19158275420,1963094627,16820890703,8897591080,266988411,303232156,1413686,65830540,272215805,2711519423,2599050619,862042787,108753764,11360996745,11032336745,325660000,0,5750030399,4008783348,202,185,"same"
"open",231,8683194167,0,7801103612,4298767407,39408040,561471536,160036631,66994150,293032909,1887124205,1887124205,1389278621,0,9185112347,8829804347,3.9e+07,0,5774177718,0,7508157891,0,6734535491,3723247313,2614490,306853610,164034630,14450462,454932818,1648878328,1648878328,791364773,0,9660197542,9301653542,3.9e+07,0,6304049945,0,142,80,"same"
"open",0,684550260,0,561935625,301400000,8067090,2748281,1364824,18640111,109293333,1332665086,1331506704,62436350,0,772105779,502105779,2.7e+08,0,95280871,0,774560815,0,756096906,363830000,15339220,4402666,617047,8050806,21349657,1172967732,1171014420,49160437,0,796808527,526808527,2.7e+08,0,69579598,0,11,8,"same"
"open",0,684550260,0,561935625,301400000,8067090,2748281,1364824,18640111,109293333,1332665086,1331506704,62436350,0,772105779,502105779,2.7e+08,0,95280871,0,774560815,0,756096906,363830000,15339220,4402666,617047,8050806,21349657,1172967732,1171014420,49160437,0,796808527,526808527,2.7e+08,0,69579598,0,NA,NA,NA
"open",46,24902239589,0,20754401915,9124568740,1260066039,2201163603,0,751876410,2454863700,17426198419,17188730918,4.3e+07,237467501,20204004977,17821794609,2089574158,0,11298983522,0,22632264435,0,18746525315,8619776530,1208397057,1949095880,0,658145094,2486895203,14901654498,14712195301,4.3e+07,189459197,19154432932,17497628774,1656804158,0,10179731256,0,123,118,"same"
"open",217,31228245310,8493209446,20522064521,13260001610,1056240724,203213871,76872540,626731120,2439267076,9398524773,9186045483,0,212479290,10933048319,9998425755,163225000,0,8347351629,0,27647348219,7959556236,18260011267,11796516910,1082696920,413537669,120736670,521552080,1575387887,7683537213,7495493594,0,188043619,10821079360,9839249671,144720000,0,8959662186,0,230,230,"same"
"open",0,90657337791,34110346410,51275591198,18373206448,249110359,650564731,0,913862494,3956083317,41559467402,39491703838,2095708943,2067763564,15617505806,4037984019,3740957990,0,28678713715,688141168,83017624455,29594034173,47199122378,17646935544,257981422,498529730,0,1739948087,4243971509,39842477213,38030254902,1594697632,1812222311,13978404809,3600658183,3474638990,0,29429836204,537010810,435,411,"same"
"open",22,5078418480,991572261,4064323780,2840441447,42020699,39903758,504763,2765855,21873525,1372133679,1312807479,1655958,59326200,2386537960,2318993210,5e+07,0,758594349,0,5223385300,924971322,4092223634,3027746198,87973639,19644534,15847064,33742440,240777009,1496741280,1427056270,20978058,69685010,2479445642,2302493210,5e+07,0,997983157,0,48,48,"same"
"open",523,1.41e+11,42200188968,1.03e+11,64035593950,2425593647,2517221749,0,155935820,-4696700774,26642193977,25475995897,14092571696,1166198080,1.56e+11,1.56e+11,0,0,68592442980,0,1.37e+11,42394490989,98378400364,61279110456,2762805922,1607208762,0,14371980,-2397524609,20345931330,19315460156,12245384197,1030471174,1.64e+11,1.63e+11,0,0,58746909780,0,1200,1200,"change"
